customer_id,email,first_name,last_name,city,state,registration_date,customer_segment
CUST-000025,jonesjason@example.com,David,Bailey,East Mikeburgh,NV,2025-10-24,Basic
CUST-000026,cheryl80@example.net,Lisa,Evans,East Josephville,WA,2025-04-02,Premium
CUST-000027,juan35@example.org,Grace,Farrell,Kington,CO,2025-05-31,Basic
CUST-000028,bradley52@example.net,Tina,Martin,Arnoldchester,OH,2024-03-01,Basic
CUST-000029,landryhannah@example.org,Amy,Davenport,South David,ME,2024-11-15,Basic
CUST-000030,nolanjason@example.org,Elizabeth,Gomez,Dicksonberg,IA,2025-11-16,Basic
CUST-000031,nicolejohnson@example.net,Sandra,Patton,Phambury,KY,2024-06-18,Standard
CUST-000032,reyesbenjamin@example.com,Jeffrey,Velasquez,Baileybury,IN,2024-03-11,Premium
CUST-000033,raymondramirez@example.org,Tammy,Ramirez,Frazierside,MA,2026-01-09,Standard
CUST-000034,wileyjose@example.net,Sydney,Baker,New Ryanmouth,NE,2025-05-11,Basic
CUST-000035,cruzbarbara@example.com,Bradley,Graham,West Ryan,TN,2025-12-27,Standard
CUST-000036,elizabeth14@example.net,Kyle,Ortiz,Terryside,DC,2024-07-12,Premium
CUST-000037,lbyrd@example.net,Ashley,Sullivan,West Justinchester,WY,2025-04-21,Premium
CUST-000038,steven73@example.net,Thomas,Santana,Lake Christopher,NY,2025-06-22,Basic
CUST-000039,clarence34@example.org,Lindsay,Hernandez,East Traceyland,NH,2024-12-21,Standard
CUST-000040,jennifercruz@example.com,John,Douglas,Port Michelleville,WI,2024-12-29,Standard
CUST-000041,lindadominguez@example.com,Brent,Wright,South Dennismouth,TN,2025-03-17,Standard
CUST-000042,stephanie79@example.net,Patricia,Simmons,Merrittfort,NV,2024-08-30,Premium
CUST-000043,maryramirez@example.net,Todd,Allen,Jonesport,IA,2024-09-08,Premium
CUST-000044,patricia12@example.org,Jesse,Benson,North Robert,MA,2025-03-25,Standard
CUST-000045,abrown@example.com,Rebecca,Silva,Port Nicoleshire,MS,2025-02-05,Premium
CUST-000046,kenneth66@example.net,Julie,Payne,South Jeffrey,NE,2025-02-12,Premium
CUST-000047,rrogers@example.com,Jennifer,Pittman,New Amanda,PW,2024-12-07,Standard
CUST-000048,millerroy@example.com,Hunter,Green,Jasonmouth,MA,2025-09-01,Premium
CUST-000049,aramirez@example.com,Mary,Ruiz,West Jeffreyland,WI,2026-01-22,Standard
CUST-000050,websterstefanie@example.org,Mary,Howell,East Thomas,DE,2025-04-10,Standard
CUST-000051,stevenscott@example.com,Gary,Lawson,Port Loriport,CT,2025-04-21,Basic
CUST-000052,barbara66@example.net,James,Vargas,North Heidi,ME,2025-11-05,Standard
CUST-000053,hoganashlee@example.org,Michael,Patterson,Caseymouth,AL,2025-11-05,Premium
CUST-000054,xgarcia@example.net,Patricia,Stevens,South Gregory,NC,2026-01-28,Basic
CUST-000055,christina87@example.com,Ryan,Simon,Marcusbury,MP,2026-01-06,Standard
CUST-000056,nicole37@example.net,Cheryl,Gray,South Melissaburgh,NM,2024-07-27,Basic
CUST-000057,matthew94@example.net,Alejandro,Vaughan,East Jenniferfort,OH,2025-08-30,Premium
CUST-000058,fbrewer@example.com,Laura,Davis,South Heather,ME,2025-06-22,Standard
CUST-000059,thomas85@example.com,Wendy,Pierce,Jacquelineview,ME,2024-08-24,Premium
CUST-000060,griffithleslie@example.net,Amanda,Gill,East Javier,NJ,2024-09-12,Basic
CUST-000061,tina34@example.org,Michael,Turner,West Brandon,AR,2025-04-02,Standard
CUST-000062,danamullins@example.org,Monique,Andrews,Mendozamouth,HI,2026-01-28,Basic
CUST-000063,shelley71@example.org,Richard,Jones,East Edwardshire,ME,2024-04-25,Basic
CUST-000064,davidduran@example.net,Caitlin,Montgomery,Hayesmouth,ME,2025-11-12,Standard
CUST-000065,ntorres@example.org,Chelsea,Singh,Lake Jason,TN,2024-04-22,Basic
CUST-000066,glennjones@example.org,Ricky,Norris,Carterbury,LA,2025-07-23,Premium
CUST-000067,ojones@example.com,Kristin,Weber,South Danny,IN,2025-06-10,Basic
CUST-000068,margaret10@example.org,Laura,Larson,Scottmouth,UT,2024-10-02,Premium
CUST-000069,gbender@example.net,Troy,Miller,South Jessicaview,AK,2024-04-29,Premium
CUST-000070,keyemily@example.com,Barbara,Hines,South April,NV,2025-12-23,Basic
CUST-000071,wendygraham@example.com,Tanya,Harrison,Cookville,PR,2024-06-19,Premium
CUST-000072,ssteele@example.net,Sierra,Cervantes,South Christopherview,MD,2024-05-17,Standard
CUST-000073,ahancock@example.net,Molly,Murray,East Aprilfort,SC,2025-01-11,Premium
CUST-000074,harrisandrea@example.com,Samuel,Wolfe,North Teresabury,VT,2024-06-17,Premium
CUST-000075,tranchristopher@example.org,Steven,Wilson,South Sarah,LA,2025-02-28,Premium
CUST-000076,robert77@example.org,Stephen,Thomas,New William,FM,2024-06-01,Standard
CUST-000077,hillkristy@example.com,Matthew,French,Loriport,VA,2024-09-28,Standard
CUST-000078,cgrimes@example.net,Todd,Cook,Gibsonmouth,VI,2024-07-09,Standard
CUST-000079,ashleyhall@example.com,Bradley,Garner,Hughesberg,NM,2026-01-28,Basic
CUST-000080,waynelawrence@example.org,Morgan,Alexander,Smithberg,MT,2025-11-20,Standard
CUST-000081,charlesharrington@example.com,Matthew,Schwartz,Port Markside,MS,2026-01-20,Premium
CUST-000082,cbrennan@example.net,Casey,Welch,Wendyland,NE,2026-02-07,Standard
CUST-000083,wallaceheather@example.org,Brandon,Flynn,Michaelchester,FL,2024-08-19,Standard
CUST-000084,yknight@example.org,George,Miller,Harveybury,NM,2025-12-21,Premium
CUST-000085,jesselittle@example.com,Jonathan,Smith,Santanaside,GA,2024-04-16,Basic
CUST-000086,vanessa46@example.net,John,Bruce,South Melissa,CT,2024-08-14,Standard
CUST-000087,bailey40@example.net,Randy,Smith,New Julieport,WI,2025-09-28,Basic
CUST-000088,jeffery39@example.com,Erica,Le,Lake Colton,SC,2025-06-09,Basic
CUST-000089,kristina09@example.com,Jessica,Davis,Markchester,HI,2024-07-18,Basic
CUST-000090,alyssa42@example.com,Robin,Raymond,Juliemouth,AS,2024-05-17,Premium
CUST-000091,taylortammy@example.net,Jennifer,Whitney,Christopherfurt,AL,2024-09-03,Basic
CUST-000092,gibsonemily@example.net,Jose,James,Danielbury,NJ,2024-03-12,Basic
CUST-000093,rose31@example.net,Madison,Blankenship,Debraville,DC,2024-03-27,Premium
CUST-000094,torrestravis@example.org,Jimmy,Medina,Chavezside,MT,2025-04-27,Basic
CUST-000095,nicolepena@example.com,Christina,Crosby,Antoniostad,IL,2025-01-12,Basic
CUST-000096,melissagarcia@example.net,Michael,Winters,Bruceview,ID,2026-01-30,Premium
CUST-000097,ndavis@example.net,Danielle,Maddox,Port Matthewberg,WY,2025-04-10,Premium
CUST-000098,gallegosangela@example.net,Jason,Kane,Kimtown,KY,2025-11-11,Standard
CUST-000099,vanessafernandez@example.org,Daniel,Delacruz,North Michael,WY,2024-08-14,Standard
CUST-000100,alfred40@example.org,Judy,Fox,South Shanestad,NY,2025-05-01,Standard
CUST-000101,ngordon@example.org,Jessica,Kerr,Stephentown,AR,2026-02-21,Basic
CUST-000102,gsimmons@example.com,Jennifer,Wallace,West Charleneland,DC,2024-09-11,Basic
CUST-000103,oscar98@example.com,Shawn,Jacobs,Port Jacquelineside,VA,2025-11-16,Basic
CUST-000104,ohayes@example.com,Matthew,Chavez,Blairmouth,NE,2024-10-08,Premium
CUST-000105,nicholas27@example.org,Christopher,Miller,Davisstad,AS,2024-05-28,Basic
CUST-000106,willisanna@example.com,Elizabeth,Jenkins,Parrishton,LA,2025-05-06,Standard
CUST-000107,dale83@example.org,Diane,Walker,West Meganstad,DE,2025-09-02,Premium
CUST-000108,lindsaybruce@example.net,Christina,Day,New Sarahview,AK,2024-07-03,Premium
CUST-000109,sandra50@example.org,Molly,Knight,Jonestown,CO,2025-08-21,Premium
CUST-000110,nicholaschavez@example.org,Mitchell,Griffith,North Ericton,TX,2024-04-22,Standard
CUST-000111,fstanley@example.net,Scott,Nelson,West Russellport,TX,2025-07-02,Standard
CUST-000112,trose@example.org,Jeffrey,Joyce,North Jamesborough,WI,2024-06-02,Standard
CUST-000113,keith10@example.com,Julie,Thompson,Patelbury,NY,2025-04-06,Premium
CUST-000114,charles06@example.org,Steve,Miller,Barbarashire,MO,2025-07-25,Premium
CUST-000115,zroberts@example.org,Tammy,Jackson,Collierstad,CO,2025-01-07,Basic
CUST-000116,sanchezbrianna@example.net,Christian,Harrell,Jeffreyburgh,CA,2025-03-02,Basic
CUST-000117,schmidtjames@example.com,Michael,Mullen,East Curtis,KS,2024-07-16,Standard
CUST-000118,kathleenrios@example.org,Stephanie,Burton,Webstershire,NV,2025-07-04,Premium
CUST-000119,michelle52@example.com,Carlos,Ramos,Laurashire,AR,2024-11-06,Basic
CUST-000120,collinsshannon@example.org,Miguel,Mitchell,New Brookefurt,NH,2025-04-22,Standard
CUST-000121,colelisa@example.net,Jacob,Jacobs,North Shannon,AS,2025-12-11,Standard
CUST-000122,toni18@example.net,Gerald,Wright,Ritterhaven,NC,2025-05-13,Basic
CUST-000123,nathan46@example.com,Kim,Shelton,Port Crystalmouth,CA,2024-10-21,Standard
CUST-000124,umitchell@example.net,Tamara,Morrison,West Christopher,TN,2024-06-05,Premium
CUST-000125,kyle62@example.net,Jeanne,Miller,Schneidermouth,GU,2024-05-26,Standard
CUST-000126,lucasrodney@example.com,Andrew,Parker,West Stacey,NM,2024-07-12,Premium
CUST-000127,ericphillips@example.org,William,Fernandez,Lake Matthewberg,PA,2024-11-24,Premium
CUST-000128,henryschwartz@example.net,Lisa,Martin,Williamsstad,TX,2025-08-02,Basic
CUST-000129,wbishop@example.net,Kristen,Young,West Tammy,WY,2025-01-30,Basic
CUST-000130,michealvalentine@example.com,Steven,Campbell,Shawchester,GA,2025-10-12,Basic
CUST-000131,moniquewilliams@example.com,Morgan,Spencer,Lake Meghanville,LA,2024-04-24,Standard
CUST-000132,joshuawhitehead@example.org,Mariah,Davis,Port Shannon,MI,2026-01-03,Basic
CUST-000133,gbrown@example.com,Joe,Vang,Jeffreymouth,CT,2025-10-28,Basic
CUST-000134,lacey20@example.com,Samantha,Kennedy,Port Janice,NV,2025-05-17,Standard
CUST-000135,smithjason@example.org,Ana,Acosta,Rodriguezport,IA,2024-09-30,Basic
CUST-000136,allendanielle@example.net,Stephen,Rodriguez,Carlsontown,SC,2025-03-05,Standard
CUST-000137,jennifercarter@example.org,Christina,Allen,Lopezland,NC,2026-02-04,Standard
CUST-000138,ashleyamy@example.net,Angela,Myers,Williamsfurt,MN,2024-08-26,Premium
CUST-000139,kellycarlos@example.org,Jessica,Fuller,Dennisstad,ND,2024-10-27,Premium
CUST-000140,mariacohen@example.net,Timothy,White,North Jennifer,NH,2024-03-21,Basic
CUST-000141,bradleygonzalez@example.org,Leslie,Collins,Haysside,NJ,2024-08-26,Standard
CUST-000142,justinatkins@example.org,Michelle,Rivera,Port Michealfurt,WA,2025-01-09,Premium
CUST-000143,lmorgan@example.com,Heather,Richardson,Lauriechester,CO,2025-01-02,Premium
CUST-000144,amymorris@example.org,Mark,Phillips,Morrisonchester,GA,2025-07-11,Premium
CUST-000145,sergio59@example.com,Joshua,Whitney,North Emilyfurt,MN,2025-03-04,Premium
CUST-000146,stephaniethomas@example.net,Erika,Kim,North Joel,SD,2024-11-16,Basic
CUST-000147,cherring@example.net,Eric,Cole,Nathanland,OK,2024-06-02,Premium
CUST-000148,raymond43@example.org,Anthony,Lopez,Mcintyreville,KS,2025-09-11,Basic
CUST-000149,nlewis@example.com,Heather,Lutz,North Derek,CA,2025-01-18,Standard
CUST-000150,zosborn@example.net,Tammy,Downs,Jennaside,ND,2024-09-22,Basic
CUST-000151,melissa25@example.net,Jeffrey,Galloway,East Kristy,AK,2024-11-12,Premium
CUST-000152,tanner82@example.net,Nicole,Jones,Keyfort,NC,2024-12-19,Standard
CUST-000153,emorrow@example.org,Teresa,Day,Owenshaven,MI,2024-05-26,Standard
CUST-000154,katrinaanderson@example.net,Renee,Brown,New Ericburgh,GA,2024-10-15,Basic
CUST-000155,michaeleverett@example.com,Meghan,King,Davidport,RI,2025-03-18,Standard
CUST-000156,brittanycarpenter@example.org,Donna,Le,Meganshire,AZ,2025-10-18,Basic
CUST-000157,millerstacy@example.net,Joseph,Clark,Montgomerytown,NM,2025-12-03,Standard
CUST-000158,dawn47@example.org,Linda,Cohen,Shawnton,GA,2025-01-09,Basic
CUST-000159,vmarshall@example.net,Douglas,Hensley,Jessicastad,MO,2024-05-28,Premium
CUST-000160,zachary15@example.org,Steven,Adams,East Colin,LA,2026-01-14,Basic
CUST-000161,kwright@example.com,Sarah,Griffith,Port Erik,NY,2025-01-29,Basic
CUST-000162,tyler16@example.net,Stephen,Allen,Brandonport,NM,2025-05-04,Premium
CUST-000163,amitchell@example.org,Ryan,Khan,Kathrynstad,AZ,2024-12-11,Basic
CUST-000164,michaelroberts@example.com,William,Duran,Marciaville,DC,2026-02-04,Basic
CUST-000165,vbrooks@example.net,Sheila,Fischer,New William,NY,2024-03-23,Standard
CUST-000166,taylormason@example.com,April,Hernandez,West Sarah,MD,2024-06-20,Basic
CUST-000167,brittney88@example.net,Tracy,Hart,Cabrerastad,MA,2025-06-29,Standard
CUST-000168,ysilva@example.net,Monica,Soto,Bakershire,OK,2024-08-07,Premium
CUST-000169,silvageorge@example.net,Jennifer,Hampton,Hernandezbury,AZ,2025-04-16,Standard
CUST-000170,leescott@example.com,Edward,Vaughn,Shawfort,VI,2025-11-04,Standard
CUST-000171,thorntonapril@example.net,Mark,Bates,Edwardsburgh,NH,2025-12-20,Premium
CUST-000172,amy49@example.com,James,Wright,Jeffreyport,WI,2024-09-21,Standard
CUST-000173,hannahburns@example.com,Michael,Peck,Keithshire,TX,2025-03-26,Premium
CUST-000174,xcardenas@example.org,Kelly,Roberts,West Sandraview,WA,2025-02-07,Basic
CUST-000175,marianelson@example.net,Heather,Taylor,East Brent,MH,2025-03-17,Basic
CUST-000176,briangutierrez@example.net,Thomas,Maldonado,North Tamara,GA,2024-12-16,Standard
CUST-000177,mwoods@example.com,Manuel,Brewer,Lake Audreyside,WA,2025-08-04,Basic
CUST-000178,gentrygregory@example.org,Sarah,Johnson,Frenchburgh,WA,2026-01-26,Premium
CUST-000179,nancy04@example.net,Carrie,Hebert,Justinside,NC,2025-02-18,Basic
CUST-000180,melissamcdonald@example.org,Lisa,Rivera,Wongburgh,AL,2025-08-14,Premium
CUST-000181,ashley32@example.net,Melissa,Prince,Robertsonland,MO,2025-06-26,Basic
CUST-000182,tinawoods@example.org,Adam,Reyes,Molinamouth,ME,2025-04-23,Standard
CUST-000183,greenmichael@example.org,Bryan,Wilson,Erikhaven,MH,2025-12-02,Basic
CUST-000184,hannah45@example.net,Jeffrey,Bernard,Hernandezstad,MT,2025-07-20,Basic
CUST-000185,ztodd@example.net,Margaret,Gill,New Seanstad,CA,2025-12-24,Basic
CUST-000186,brownamy@example.net,James,Herrera,West Melissa,NV,2024-05-17,Premium
CUST-000187,jenniferburns@example.net,Sean,Brown,New Robert,OK,2024-04-05,Premium
CUST-000188,tchambers@example.net,Andrew,Scott,Lake Jefferyland,AZ,2024-12-28,Standard
CUST-000189,weaverbrian@example.org,Valerie,Kennedy,Robertberg,WI,2025-06-05,Premium
CUST-000190,ybrooks@example.com,Molly,Knox,Millerside,DC,2025-06-14,Basic
CUST-000191,david86@example.net,David,Irwin,Port Andrewport,NH,2025-06-29,Basic
CUST-000192,opatel@example.org,Steven,Moore,Lake Kathy,AZ,2025-10-06,Premium
CUST-000193,bmendez@example.org,Jamie,Garcia,South Carlaton,IA,2025-08-17,Basic
CUST-000194,igonzales@example.org,Karen,Parsons,New Victoria,IN,2025-10-11,Standard
CUST-000195,barbara53@example.com,Nancy,Odom,South Kevin,AR,2025-04-04,Standard
CUST-000196,conniesimmons@example.com,Brandon,Cooper,Floydmouth,UT,2024-12-23,Premium
CUST-000197,kevinwhite@example.net,Thomas,Atkinson,Meredithberg,AS,2025-01-26,Premium
CUST-000198,harttammy@example.net,Alyssa,Price,Jamesland,NV,2025-11-03,Standard
CUST-000199,nicholsmaria@example.org,Joseph,Nunez,Port Charlesshire,VA,2025-06-27,Standard
CUST-000200,timothybooth@example.com,Kevin,Stout,East Suzanne,DE,2025-08-21,Premium
CUST-000201,srocha@example.net,Jane,Sanders,New Marc,LA,2024-11-27,Premium
CUST-000202,kyle58@example.com,Steven,Lang,Gillmouth,PW,2024-07-20,Premium
CUST-000203,robert93@example.net,Dustin,Green,Phillipsborough,MA,2024-08-09,Basic
CUST-000204,victorpena@example.net,Matthew,Hines,Levyfort,NH,2024-06-24,Premium
CUST-000205,gary87@example.org,Sabrina,Weaver,New Arthurland,GU,2025-06-25,Premium
CUST-000206,gutierrezmegan@example.org,Carlos,Hernandez,New Stephen,AR,2025-05-19,Basic
CUST-000207,bhopkins@example.org,Amanda,Jenkins,New Jenniferside,LA,2024-03-06,Standard
CUST-000208,ldrake@example.org,Samantha,Warren,East Christine,KS,2025-10-10,Premium
CUST-000209,laura15@example.com,Stephen,Sanchez,West Gabriella,PR,2024-04-21,Basic
CUST-000210,davisnicholas@example.net,Thomas,Walsh,North Vincent,NE,2025-06-08,Premium
CUST-000211,ariel18@example.org,Jerry,Valenzuela,Nelsonland,TX,2025-12-30,Premium
CUST-000212,whitemelissa@example.org,Suzanne,Matthews,Hickmanport,GA,2025-04-10,Basic
CUST-000213,irhodes@example.com,Patrick,Singh,New Juliestad,AR,2024-05-04,Standard
CUST-000214,marypeterson@example.net,Stephanie,Sanders,Anthonyview,WY,2026-02-17,Basic
CUST-000215,jperez@example.com,Ryan,Frazier,Millerport,AS,2024-08-21,Premium
CUST-000216,millereric@example.net,Kristen,Moore,Stewartville,CO,2024-02-26,Standard
CUST-000217,sean41@example.org,Christopher,Jordan,Garcialand,MI,2025-04-03,Basic
CUST-000218,michelle04@example.com,Paul,Miller,New Adriana,TX,2024-11-27,Basic
CUST-000219,josephadams@example.org,Bryan,Hamilton,Evansland,MN,2024-08-24,Standard
CUST-000220,jennifersimpson@example.net,James,Rodriguez,Adamfurt,MA,2025-10-30,Premium
CUST-000221,vbrock@example.com,Matthew,Ochoa,West Malik,UT,2024-07-18,Basic
CUST-000222,gregory65@example.com,Jessica,Chen,West Nicholas,GU,2025-09-19,Basic
CUST-000223,daniel93@example.net,Wendy,White,Lake Stevenborough,NV,2025-09-28,Basic
CUST-000224,fuenteslaura@example.com,Emily,Taylor,Johnberg,VT,2024-12-28,Premium
CUST-000225,mjones@example.com,Brandi,Ferguson,Stephensstad,UT,2025-12-08,Basic
CUST-000226,rodriguezjohn@example.net,Michael,Holland,New Tonyafurt,WV,2024-10-22,Standard
CUST-000227,grodriguez@example.com,Jeffrey,Burgess,South Neil,NH,2025-09-09,Standard
CUST-000228,michaeljohnson@example.org,Kenneth,Knapp,North Marieberg,MI,2024-10-07,Basic
CUST-000229,hmueller@example.com,Michael,Davis,Floresport,AZ,2025-10-07,Basic
CUST-000230,johnsonmatthew@example.org,Erica,Martin,New Greg,GA,2024-10-21,Standard
CUST-000231,omullen@example.com,Crystal,Lopez,Fosterborough,NV,2025-04-30,Standard
CUST-000232,nsmith@example.org,Joshua,Padilla,New Cristianside,HI,2024-11-16,Basic
CUST-000233,stephenbaker@example.com,Allison,Fowler,Carrshire,DE,2024-11-03,Standard
CUST-000234,rwilliamson@example.net,Lauren,Sellers,Lake Dennisville,IA,2024-10-03,Premium
CUST-000235,nathanielthomas@example.com,Robert,Taylor,Hendersonfort,SC,2025-03-21,Premium
CUST-000236,angelaburns@example.org,Jacob,Wilkinson,Port Michaeltown,NM,2024-06-01,Premium
CUST-000237,gmaynard@example.net,Troy,Cohen,Mckinneymouth,NM,2024-06-24,Premium
CUST-000238,flynnjeffrey@example.org,Joshua,Medina,Port Stephen,WA,2025-09-09,Standard
CUST-000239,hdunn@example.net,Danny,Hampton,Amberton,WV,2025-08-01,Premium
CUST-000240,veronicagarcia@example.net,Karen,Evans,South Joseland,NV,2025-11-16,Basic
CUST-000241,rowejoel@example.net,Brianna,Bell,Martinberg,WY,2024-07-23,Basic
CUST-000242,lindahudson@example.net,Juan,Ryan,Tiffanyport,LA,2025-04-16,Premium
CUST-000243,taylorkaren@example.com,Samantha,Riddle,Lake Michelle,IA,2024-06-08,Basic
CUST-000244,maria67@example.org,Barbara,Adams,Brooksland,SC,2025-09-25,Premium
CUST-000245,powellkara@example.net,Sharon,Wood,Murphytown,VI,2025-09-10,Premium
CUST-000246,simonstephen@example.net,Heidi,Horn,Robinsonchester,GU,2024-07-26,Premium
CUST-000247,marcus45@example.net,Becky,Knight,Kramerton,AZ,2024-05-05,Basic
CUST-000248,ksmith@example.com,Stephen,Braun,Harrisberg,FM,2025-06-12,Basic
CUST-000249,nancymcdowell@example.org,Diamond,Wright,Elizabethburgh,AR,2024-12-08,Premium
CUST-000250,jessica36@example.net,Christopher,Davis,South Christian,OR,2024-08-06,Premium
CUST-000251,ssmith@example.com,Lisa,Mcneil,Bensonfort,CA,2024-08-08,Premium
CUST-000252,crosscurtis@example.com,Michael,Evans,Ayalaberg,SD,2026-02-17,Premium
CUST-000253,caseyelliott@example.net,Debra,Alexander,Lake Kaitlin,PW,2024-12-19,Standard
CUST-000254,fheath@example.org,Donald,Martinez,Bellchester,MD,2025-09-23,Premium
CUST-000255,joshuamiller@example.net,Carolyn,Griffith,Kimberlytown,PR,2025-11-03,Basic
CUST-000256,jamie98@example.org,Julie,Phillips,Port Rachaelbury,NM,2024-12-01,Premium
CUST-000257,victorwheeler@example.net,Pamela,Smith,Sarahberg,MS,2025-11-13,Standard
CUST-000258,rdiaz@example.org,Kathryn,Best,North Brendatown,KS,2024-07-29,Basic
CUST-000259,fryraymond@example.com,Courtney,Mason,Hendersonfurt,CO,2025-06-05,Standard
CUST-000260,joshuacollins@example.net,Samantha,Mccann,New Mark,OR,2025-05-31,Premium
CUST-000261,collinssamuel@example.org,Brian,Miller,Wilsonton,ME,2025-06-23,Basic
CUST-000262,davidzimmerman@example.net,Alexander,Crawford,Alexandraview,GA,2024-11-20,Premium
CUST-000263,jessica10@example.com,Lindsay,Nelson,West Jennifershire,SC,2024-04-19,Basic
CUST-000264,ddixon@example.com,Michele,Jackson,West Kerri,MH,2025-04-17,Basic
CUST-000265,perezwilliam@example.org,Michele,Smith,South Michaelberg,HI,2026-01-03,Basic
CUST-000266,tranrobin@example.net,Diana,Walker,South Ruth,MD,2024-09-08,Standard
CUST-000267,duncandavid@example.net,Rachel,White,South Caseymouth,VI,2024-09-16,Premium
CUST-000268,mark87@example.org,Miguel,Carter,Jodibury,NH,2024-11-18,Standard
CUST-000269,xcuevas@example.org,Jessica,Payne,East Adam,MT,2024-03-11,Standard
CUST-000270,cynthia05@example.org,Katherine,Bennett,Daltonhaven,IA,2024-12-25,Premium
CUST-000271,kaufmandouglas@example.com,Christopher,Morse,Haynesstad,NH,2026-02-04,Premium
CUST-000272,carpenterwilliam@example.net,Lori,Jones,South Elaineberg,IA,2024-09-23,Premium
CUST-000273,sara65@example.com,Shawn,Hall,East Kimberly,OR,2024-05-12,Basic
CUST-000274,martinsteven@example.com,David,Howard,South Kyle,KS,2025-11-07,Standard
CUST-000275,mooregina@example.net,Heidi,Williams,Eddiebury,MI,2024-12-08,Standard
CUST-000276,byrdjorge@example.org,Anthony,Sullivan,Hawkinsside,IA,2024-05-02,Standard
CUST-000277,laradonald@example.org,Bryan,Norman,East James,MO,2024-11-21,Standard
CUST-000278,aguilarjonathan@example.org,Andrew,Brown,Lambland,MH,2025-11-03,Standard
CUST-000279,david70@example.org,Sandra,Hamilton,Crawfordfurt,TX,2024-12-30,Basic
CUST-000280,jason24@example.com,Sean,Hernandez,Lake Kenneth,MT,2025-11-29,Premium
CUST-000281,rbrown@example.com,Derrick,Gonzalez,Lake Virginia,ND,2025-09-26,Basic
CUST-000282,wcasey@example.com,Amy,Washington,Paulburgh,AK,2024-10-13,Basic
CUST-000283,anthonycochran@example.com,Brian,Frey,Katiebury,GA,2024-05-06,Basic
CUST-000284,josephvelasquez@example.net,Brian,Davies,New Meghan,AS,2024-12-02,Premium
CUST-000285,gregorywatkins@example.net,Heidi,Sloan,Lake Jackieshire,OK,2024-06-05,Premium
CUST-000286,marycochran@example.com,Amber,Thompson,North Brianbury,AK,2025-03-13,Standard
CUST-000287,riverachristina@example.org,Matthew,Thompson,Brianberg,OR,2025-07-22,Basic
CUST-000288,kimmathis@example.com,Susan,Brooks,Willismouth,ME,2024-10-15,Standard
CUST-000289,jessicakim@example.net,Susan,Banks,Lake Tanya,UT,2025-12-04,Premium
CUST-000290,jeffrey92@example.com,Kurt,Barker,East Jessica,UT,2026-01-16,Premium
CUST-000291,xrosales@example.net,Antonio,Guzman,Lake Ariana,NM,2024-06-04,Premium
CUST-000292,youngtoni@example.org,Daisy,Mccarty,Seanview,IL,2024-08-23,Premium
CUST-000293,bellkristin@example.net,Aaron,Cruz,Costachester,NM,2025-11-28,Basic
CUST-000294,amy17@example.net,Debra,Mcdaniel,South Charles,PR,2024-03-18,Standard
CUST-000295,floresstephanie@example.org,Matthew,Barron,Lake Charles,MH,2026-02-06,Premium
CUST-000296,brooke97@example.net,Anthony,Dunlap,New Pamela,GA,2024-04-02,Standard
CUST-000297,jamie36@example.net,Angela,Frost,Donnaport,IA,2024-05-03,Premium
